주차장관리번호,주차장명,주차장구분,주차장유형,주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,위도,경도
405-2-000427,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 696-7,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4893141,126.5212051
405-2-000428,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 703-5,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891391,126.5220874
405-2-000429,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 703-8,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891422,126.5226207
405-2-000430,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 705-10,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891433,126.5232414
405-2-000431,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 705-14,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891475,126.5239482
405-2-000432,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 705-4,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4893235,126.523417
405-2-000433,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 705-7,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4893199,126.5228875
405-2-000434,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 705-9,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891427,126.523065
405-2-000435,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 713-2,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4886665,126.524217
405-2-000436,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 726-11,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4886947,126.5234203
405-2-000437,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 726-9,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4886934,126.5230675
405-2-000438,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 730-3,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4886908,126.522447
405-2-000439,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 732-2,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4884386,126.5224485
405-2-000440,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 734-1,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4884412,126.5235117
405-2-000441,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 735-1,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4884426,126.5238658
405-2-000442,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 735-3,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4882654,126.5239555
405-2-000443,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 737-1,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4880055,126.5242207
405-2-000444,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 737-2,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4878059,126.5242218
405-2-000445,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 737-3,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4876051,126.5242185
405-2-000446,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 740-2,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4880113,126.5233379
405-2-000447,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 742-1,32,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4879354,126.5225603
405-2-000448,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 747-5,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891537,126.5284997
405-2-000449,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 747-6,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4890642,126.5283656
405-2-000450,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 748-8,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4889737,126.5275749
405-2-000451,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 755-1,33,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4888982,126.5259177
405-2-000452,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 761-7,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4887001,126.5250451
405-2-000453,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 763-3,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4884722,126.5246109
405-2-000454,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 769-9,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4878388,126.5249553
405-2-000455,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 771-10,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4882977,126.5254599
405-2-000456,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 772-18,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4887568,126.5274191
405-2-000457,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 772-7,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4883839,126.5265068
405-2-000458,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 910-1,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4974372,126.5257384
405-2-000459,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 916-10,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4980779,126.5263195
405-2-000460,이도이동 공영주차장,공영,노외,"제주특별자치도 제주시 이도이동 1024, 1024-2",25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4943585,126.5335729
405-2-000461,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1028-1,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4916419,126.5350555
405-2-000462,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1083-7,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4933672,126.5373513
405-2-000463,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1766-28,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4982064,126.52844
405-2-000464,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1766-32,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.498291,126.5283632
405-2-000465,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1766-5,0,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4981237,126.5283699
405-2-000466,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1945-6,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4947073,126.5448419
405-2-000467,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1949-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4954969,126.5469069
405-2-000468,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1954-1,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4945806,126.5477089
405-2-000469,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1954-4,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4942864,126.547198
405-2-000470,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1960-3,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4939232,126.5455297
405-2-000471,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1963-7,79,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4928855,126.5455114
405-2-000472,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1968-5,27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4944579,126.5421978
405-2-000473,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1970-17,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4941579,126.541337
405-2-000474,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1974-1,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4925991,126.5405152
405-2-000475,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1975-7,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4920341,126.5401728
405-2-000476,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1977-7,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4911513,126.5408389
405-2-000477,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1982-1,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4905914,126.5426224
405-2-000478,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1982-3,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4904377,126.5428176
405-2-000479,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1985-3,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4897625,126.5431394
405-2-000480,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1986-15,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4885745,126.5412888
405-2-000481,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1986-17,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4887517,126.5415555
405-2-000482,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1989-1,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4916748,126.5396067
405-2-000483,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1992-7,31,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4916439,126.5378584
405-2-000484,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1994-1,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4927315,126.5386981
405-2-000485,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1995-6,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4911907,126.5378288
405-2-000486,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1997-3,43,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4910032,126.5355597
405-2-000487,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1998-9,46,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4902021,126.5352345
405-2-000488,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2003-13,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4892174,126.535496
405-2-000489,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2003-7,32,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4886799,126.5361296
405-2-000490,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2005-6,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.489719,126.5362301
405-2-000491,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2009-6,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4893527,126.5366526
405-2-000492,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2010-5,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4890684,126.5371443
405-2-000493,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2011-10,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.488428,126.5366962
405-2-000494,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2013-3,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4878006,126.5365185
405-2-000495,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2013-5,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4875551,126.5364124
405-2-000496,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2014-2,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.488209,126.5370263
405-2-000497,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2014-3,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4882077,126.5372988
405-2-000498,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2015-6,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4876097,126.5376499
405-2-000499,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2015-9,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4870483,126.5375476
405-2-000500,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2021-12,32,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4864793,126.5374121
405-2-000501,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2026-9,27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4868967,126.5350227
405-2-000502,이도이동 공영주차장,공영,노외,"제주특별자치도 제주시 이도이동 2029-11, 2029-12",28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4872458,126.5348343
405-2-000503,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2030-4,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4882462,126.534162
405-2-000504,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2030-5,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4883136,126.5338099
405-2-000505,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2035-10,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.488697,126.5328392
405-2-000506,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2035-13,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891404,126.5333468
405-2-000507,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 2040-2,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4871905,126.5334393
405-2-000508,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 260-6,62,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4963456,126.547646
405-2-000509,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 260-9,41,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4965954,126.5474104
405-2-000510,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 375,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5005698,126.538164
405-2-000511,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 408,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5034017,126.5418711
405-2-000512,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 417-4,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4999338,126.5439675
405-2-000513,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 425,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4991784,126.5439161
405-2-000514,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 434-8,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.496755,126.5431348
405-2-000515,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1999-4,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4899243,126.5360133
405-2-000516,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 748-7,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891336,126.5276436
405-2-000517,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1999-4,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4899243,126.5360133
405-2-000518,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 748-7,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4891336,126.5276436
405-2-000519,이도이동 공영주차장,공영,노외,"제주특별자치도 제주시 이도이동 319, 319-23, 319-28, 319-29",23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5037389,126.5373503
405-2-000520,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 319-24 외 2필지,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5034913,126.5373015
405-2-000521,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 도남동 79-9,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4921726,126.5315742
405-2-000522,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1969-3,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4950093,126.5426042
405-2-000523,이도이동 공영주차장,공영,노외,제주특별자치도 제주시 이도이동 1971-6,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4941253,126.5417527
405-2-000524,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 305-92,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5020833,126.5237597
405-2-000525,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 499-3,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5033488,126.5150111
405-2-000526,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 500-2,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5043089,126.5158707
405-2-000527,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 502-17,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5035117,126.5157598
405-2-000528,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 504-11,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5017751,126.5158006
405-2-000529,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 513-3,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5021833,126.516794
405-2-000530,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 522-2,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5015246,126.5187319
405-2-000531,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 522-9,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.501359,126.5187974
405-2-000532,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 532-11,4,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5020999,126.5196017
405-2-000533,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 533-10,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5012971,126.5196037
405-2-000534,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 533-9,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5013736,126.5196052
405-2-000535,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 536,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5018989,126.5201218
405-2-000536,삼도일동 공영주차장,공영,노외,제주특별자치도 제주시 삼도일동 536-2,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5016301,126.5201166
