주차장관리번호,주차장명,주차장구분,주차장유형,주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,위도,경도
405-2-000232,애월읍 공영주차장,공영,노외,제주특별자치도 제주시 애월읍 하귀2리 1892-1,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4794044,126.403276
405-2-000233,애월읍 공영주차장,공영,노외,"제주특별자치도 제주시 애월읍 하귀2리 2975-1, 2975-3",10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4772624,126.3927836
405-2-000234,애월읍 공영주차장,공영,노외,"제주특별자치도 제주시 애월읍 하귀2리 1752-5, 6",24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4805226,126.4009751
405-2-000235,애월읍 공영주차장,공영,노외,제주특별자치도 제주시 애월읍 곽지리 1953-3,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4456169,126.3084746
405-2-000236,애월읍 공영주차장,공영,노외,"제주특별자치도 제주시 애월읍 소길리 774, 772-15, 772-14",27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4369461,126.3783541
405-2-000237,애월읍 공영주차장,공영,노외,제주특별자치도 제주시 애월읍 신엄리 3009-4,45,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4700039,126.3593079
405-2-000238,애월읍 공영주차장,공영,노외,제주특별자치도 제주시 애월읍 신엄리 786-1,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4740045,126.3731239
405-2-000239,애월읍 공영주차장,공영,노외,"제주특별자치도 제주시 애월읍 하귀1리 144-8, 144-9, 144-10",26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4861227,126.418065
405-2-000240,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 1230,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5572859,126.7544177
405-2-000241,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 1407-1,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5568052,126.7498847
405-2-000242,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 김녕리 1425, 1412",16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5573291,126.750533
405-2-000243,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 1542-1,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5561217,126.751126
405-2-000244,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 김녕리 1578-1, 2",25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5565466,126.7498559
405-2-000245,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 1589-1,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.556407,126.7491122
405-2-000246,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 2222,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5547443,126.7484244
405-2-000247,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 2229,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5543919,126.7485464
405-2-000248,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 3650,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5552288,126.746284
405-2-000249,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 3872,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5564894,126.7467568
405-2-000250,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 김녕리 3891,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5559538,126.7471165
405-2-000251,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 김녕리 4018, 4020",25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5581247,126.7466524
405-2-000252,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 김녕리 492-1, 493-3",76,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5584247,126.7626844
405-2-000253,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 동복리 1543-2,31,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5535213,126.7134104
405-2-000254,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 동복리 1572-1,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5534613,126.7144636
405-2-000255,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 1415-1,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5227958,126.857138
405-2-000256,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 세화리 1452-12, 1454-8",12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5237578,126.8557814
405-2-000257,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 1491-2,44,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.524306,126.8567404
405-2-000258,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 세화리 1500-5, 1500-45",15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5259977,126.8573818
405-2-000259,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 1507-1,93,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5246901,126.8561378
405-2-000260,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 1515-2,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5244475,126.8547105
405-2-000261,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 1536-2,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5232352,126.8545593
405-2-000262,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 3641-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5269137,126.8562776
405-2-000263,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 세화리 3644-4,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5263942,126.8562045
405-2-000264,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 월정리 1400-5,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5641494,126.7829441
405-2-000265,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 월정리 481, 480",11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5545933,126.7935548
405-2-000266,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 월정리 555-2,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5570994,126.7944194
405-2-000267,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 월정리 555-4, 555-6",34,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5573255,126.7944115
405-2-000268,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 평대리 3164-1,196,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4912326,126.810174
405-2-000269,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 평대리 3351, 3351-1",66,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5249479,126.8530939
405-2-000270,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 하도리 3204-1,124,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5226733,126.8643163
405-2-000271,구좌읍 공영주차장,공영,노외,"제주특별자치도 제주시 구좌읍 하도리 46, 46-6",113,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5141583,126.8988923
405-2-000272,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 한동리 1184,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5372075,126.8289258
405-2-000273,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 한동리 4849-7,214,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5420005,126.8152584
405-2-000274,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 행원리 1537-32,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5551157,126.8000543
405-2-000275,구좌읍 공영주차장,공영,노외,제주특별자치도 제주시 구좌읍 행원리 655-1,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5553179,126.8098957
405-2-000276,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 북촌리 1285-1,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5496842,126.6929612
405-2-000277,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 북촌리 491,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5499915,126.6947778
405-2-000278,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 북촌리 497,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5501026,126.6954529
405-2-000279,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 북촌리 498-1,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5499855,126.6954979
405-2-000280,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 북촌리 572-2,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5496701,126.6949589
405-2-000281,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2001,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.537194,126.621647
405-2-000282,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2347-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5363506,126.6162154
405-2-000283,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2391-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5369409,126.6155157
405-2-000284,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2404-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5377524,126.6137764
405-2-000285,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2415-1,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5367461,126.614048
405-2-000286,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2542-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5346222,126.6159362
405-2-000287,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신촌리 2714-5,150,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5255762,126.6178297
405-2-000288,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 125-3,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5484112,126.6511985
405-2-000289,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 514,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5473544,126.6508142
405-2-000290,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 530-5,120,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5484463,126.650603
405-2-000291,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 530-8,73,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5480643,126.6503191
405-2-000292,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 531-1,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5478481,126.6498789
405-2-000293,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 신흥리 595-1,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5471501,126.6493667
405-2-000294,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 1157 외,101,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5415757,126.6432098
405-2-000295,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2206-2,61,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5338584,126.635091
405-2-000296,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2209,58,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5341629,126.6351008
405-2-000297,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2317-1,46,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5358503,126.6373404
405-2-000298,조천읍 공영주차장,공영,노외,"제주특별자치도 제주시 조천읍 조천리 2317-8, 2318-2",83,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5362186,126.6374364
405-2-000299,조천읍 공영주차장,공영,노외,"제주특별자치도 제주시 조천읍 조천리 2325-4, 2325-5",31,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.536197,126.638556
405-2-000300,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2340-1,73,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5371438,126.6392526
405-2-000301,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2410-7,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5372733,126.6355214
405-2-000302,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2489,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5390293,126.6375357
405-2-000303,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2496,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5388802,126.6373769
405-2-000304,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2653-1,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5399467,126.6388271
405-2-000305,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2658-1,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5398444,126.6386601
405-2-000306,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2682-1,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5395197,126.6367316
405-2-000307,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2685-2,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5397536,126.6367717
405-2-000308,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 2804-1,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5408382,126.6375343
405-2-000309,조천읍 공영주차장,공영,노외,"제주특별자치도 제주시 조천읍 조천리 2908, 2909-1,2",14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5418391,126.6367528
405-2-000310,조천읍 공영주차장,공영,노외,"제주특별자치도 제주시 조천읍 함덕리 1002-83, 1004-5, 6",221,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5413044,126.6693517
405-2-000311,조천읍 공영주차장,공영,노외,"제주특별자치도 제주시 조천읍 함덕리 1024-2,3",10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5448233,126.6622014
405-2-000312,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1034,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5451274,126.6617027
405-2-000313,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1086-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5402093,126.6631844
405-2-000314,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1119,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5396555,126.663154
405-2-000315,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1175-1,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5405047,126.6634863
405-2-000316,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1257,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5418542,126.6642203
405-2-000317,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1258,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5417558,126.6643282
405-2-000318,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1433,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5383233,126.6652013
405-2-000319,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 1467,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5389849,126.6635557
405-2-000320,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 216,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5442743,126.6735542
405-2-000321,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 239-2,4,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5429982,126.673403
405-2-000322,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 272-14,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5421195,126.673425
405-2-000323,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 272-24,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5424759,126.672612
405-2-000324,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 272-26,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5423018,126.6722929
405-2-000325,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 272-57,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.540494,126.6735931
405-2-000326,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 3113-2,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5460487,126.6618388
405-2-000327,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 4144-1,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5398366,126.6737817
405-2-000328,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 4156,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5396832,126.67448
405-2-000329,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 4158,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5389866,126.6757012
405-2-000330,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 4166-6,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5388453,126.6761707
405-2-000331,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 921-2,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5382982,126.6676188
405-2-000332,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 972,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5400596,126.6684067
405-2-000333,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 4166-5,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.538846,126.6759733
405-2-000334,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 함덕리 266-3,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5426119,126.6742908
405-2-000335,조천읍 공영주차장,공영,노외,제주특별자치도 제주시 조천읍 조천리 1328-6,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.5371687,126.6400616
405-2-000336,한경면 공영주차장,공영,노외,"제주특별자치도 제주시 한경면 고산리 1547-1,2",25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.3032672,126.191155
